대장아이디,시군구,읍면동,리,지번,기타지번,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,취약지역유형,지정면적_제곱미터,대피장소,취약지역지정사유,지정일,"지정등급_A,B,C,D"
1349,하동군,악양면,등촌리,954천,,35,12,33.099,127,42,34.9,토석류,2718,중기마을회관,우기시 빗물에 의한 사면에서의 침식 및 계상에서의 세굴현상이 관찰되고 있으며 계류수가 항시 존재하고 우기시 유량이 많을 것으로 판단이 됨. 계류 내에 퇴적물 분포비율이 높고 계류수와 함께 퇴적물의 이동흔적이 관찰되어 토석류의 발생 가능성이 높은 것으로 판단됨,2014-10-28,
1350,하동군,악양면,동매리,912 천,,35,11,47.758,127,42,19.042,토석류,3381.33,동매마을회관,계류 양안의 높이와 경사도는 낮으나 식생밀도가 낮아 토사가 유출되고 있으며 우기시 빗물에 의한 사면에서의 침식 및 계상에서의 세굴현상이 관찰되고 있으며 계류수가 항시 존재하고 우기시 유량이 많을 것으로 판단이 됨. 계류 내에 퇴적물 분포비율이 높고 계류수와 함께 퇴적물의 이동흔적이 관찰되어 토석류의 발생 가능성이 높은 것으로 판단됨,2014-10-28,
1351,하동군,하동읍,흥룡리,628-5 도,,35,6,59.299,127,42,10.5,토석류,403.2,흥룡마을회관,계류폭이 넓지 않은 상태이며 계류내 전석 분포 비율이 낮은 지역으로 주변 산지사면과의 경사가 완만한 실정임. 이 지역의 위험 사면에서 산사태 발생 등의 위험성은 낮은 상태이나 과거에 월류 현상에 의한 피해 발생 이력이 있음,2014-10-28,
1352,하동군,양보면,감당리,산31-3,,35,4,52.209,127,49,1.395,토석류,799,상쌍마을회관,토석류,2015-06-30,
1353,하동군,고전면,전도리,548-1전,,35,0,8.199,127,47,23.9,토석류,4636.8,선소마을회관,"계류의 폭은 평균적으로 5 m 이고 계류 상부경사는 6.2°, 하부경사는 7.9°, 평균경사는 7° 로 조사하였다. 계류내 전석분포비율은 0% 분포되어 있으며 또한 위험사면의 경사도는 0m 이고 경사에 대한 길이와 위치는 각각 0m, 0m 로 조사하였다. 계류에 대한 보호대상 인가의 개소수는 84 개소으로 토석류나 산사태 발생 시 인명 ? 재산 피해가 생길 우려가 있다.",2014-10-28,
1354,하동군,금남면,송문리,산182-2임,,34,57,5.198,127,51,8.639,토석류,1279,미법마을회관,"수개의 지류가 합류하며 침식, 세굴이 진행 중이고, 중간부 이후 급경사를 나타내며 노출된 기반암의 풍화가 심하여 균열, 붕락 등이 관찰되는 계류로 계류보전 사업이 필요할 것으로 사료됨",2016-05-31,
1355,하동군,옥종면,양구리,산47-5임,,35,9,57.098,127,52,34.14,토석류,315,양구마을회관,"조사지는 전반에 침식, 세굴로 인한 나무뿌리 노출로 풍화도가 높은상태로 판단 되고, 계류 전반에 전석이 다수 적치 되어 있는 상태임. 계안붕괴지에서 연장성이 띠고 있어 강우시 계상에 퇴적물이 퇴적되어 하부로 이동 할 경우 시설물 및 인가에 피해가 예상되어 사방시설물이 필요 할 것으로 판단됨.",2016-05-31,
1356,하동군,횡천면,전대리,산45임,,35,8,47.599,127,50,3.9,토석류,1197,전대마을회관,계류 내 퇴적물이 다수 분포하고 암반의 풍화도가 높아 지속적인 퇴적물 생성이 예상됨. 또한 집중강우 시 월류피해가 예상됨에 따라 예방사업이 필요할 것으로 사료됨.,2016-05-31,
1357,하동군,적량면,우계리,산80임,,35,6,52.024,127,45,7.325,토석류,3084,괴목마을인가,최단부 주변 농가 주택이 인접하고 있으며 농가주택 내 위치한 사면의 계류로 곡류가 심하여 세굴이 진행 중으로 계류보전 또는 소규모 배수시설 검토가 필요할 것으로 사료됨,2016-05-31,
1358,하동군,하동읍,두곡리,1609구,,35,5,45.817,127,44,31.295,토석류,764,고서새마을회관,"최단부 주변(0~65m) 기 시설물(계류보전)이 위치하고 있으나 시설물 상부 방향으로 침식, 세굴이 관찰되며, 소규모 전석 및 수목 전도 등 퇴적물이 다수 적치되어 있어 기 시설물의 연장 설치 검토가 필요할 것으로 사료됨",2016-05-31,
1359,하동군,화개면,범왕리,산50-23임,,35,16,11.198,127,37,27.139,토석류,2155,범왕보건진료소,급경사의 계류로 계상 내 대규모 전석 및 유목 등이 다수 분포하고 있어 집중호우 시 퇴적물 이동이 용이한 지형으로 퇴적물 차단시설 설치 또는 계류보전 사업의 검토가 필요할 것으로 사료됨,2016-05-31,
1360,하동군,양보면,장암리,1032구,,35,4,31.899,127,49,19.6,토석류,1540,중하쌍마을회관,계류 내 퇴적물 분포비율이 높으며 우안사면으로 거대 붕괴지가 관측되고 있음. 또한 붕괴지로부터 지속적인 토사유출과 수목전도가 관찰됨. 추후 붕괴지 확대와 지속적인 토사유출로 황폐화가 우려되므로 계류정비가 필요할 것으로 판단되어 사방시설물 설치가 적절할 것으로 사료됨.,2016-05-31,
1361,하동군,옥종면,회신리,산95임,,35,11,8.299,127,49,10.5,토석류,1100,양지마을회관,강우 시 상부에 다수 분포하고 있는 퇴적물이 하부로 유출되어 하부인가 및 경작지에 인명 및 재산피해가 우려되는 지역으로 토석류를 방호할 사방시설물 설치가 필요할 것으로 사료됨.,2016-05-31,
1362,하동군,북천면,방화리,산8,,35,7,11.906,127,51,1.243,토석류,56024,방화마을회관,"계류에서 5m 위치에 가옥이 있어 집중호우시 토석류 등으로 인한 침식 및 유수 범람에 따른 피해가 우려되기에 산사태취약지역 지정관리가 필요하며, 예방관리 대책을 사업사업(계류보전)을 시행하기 위하여 산사태 취약지역지정위원회 심의 받고자 함.",2014-02-03,
1363,하동군,옥종면,궁항리,120,,35,11,32.433,127,47,55.232,토석류,1426,오율마을회관,"지리산 둘레길과 연접한 위치에 있으며 집중호우시 마을로 토석류 등으로 인한 침식 및 유수 범람에 따른 피해가 우려되기에 산사태 취약지역 지정관리가 필요하며, 예방관리 대책으로 2013년 사방사업(계류보전)을 시행함.",2014-02-03,
1364,하동군,옥종면,궁항리,96-4임,,35,11,52.904,127,49,23.595,토석류,505,오율마을회관,"집중호우시 마을로 토석류 등으로 인한 침식 및 유수 범람에 따른 피해가 우려되기에 산사태취약지역 지정관리가 필요하며, 예방관리 대책으로 사방사업(계류보전)을 시행하기 위하여 산사태 취약지역 지정위원회 심의를 받고자 함.",2014-02-03,
1365,하동군,옥종면,궁항리,산162-1임,,35,12,49.599,127,47,30,토석류,1250,궁항마을회관,"계류 내 전석 및 유송잡물이 적치되어 있으며, 유량이 많은 대상지로 강우 시 퇴적물 이동이 용이할 것으로 판단되어 취약지역으로 선정함.",2017-06-12,
1366,하동군,옥종면,궁항리,1317구,,35,12,48.799,127,47,32.8,토석류,2690,궁항마을회관,"본 대상지는 유량이 많으며, 전석이 다량 적치된 계류로 강우 시 퇴적물이 하류부로 유출될 경우 재산피해가 우려되어 취약지역으로 선정함.",2017-06-12,
1367,하동군,옥종면,궁항리,산179임,,35,12,35.099,127,47,44.3,토석류,1812,궁항마을회관,"계류와 연접한 사면으로 대숲이 밀집하여 있으며, 세굴 및 침식, 토사 유출이 관찰되고 있음. 또한 배수가 불량하여 월류 피해가 예상되어 취약지역으로 선정하여 관리함이 적절함.",2017-06-12,
1368,하동군,옥종면,궁항리,1317구,,35,12,38.199,127,47,59.6,토석류,1397,궁항마을회관,유역 면적이 크고 전석분포 비율이 높은 지역으로 강우 시 전석이 유출될 경우 재산피해가 우려되어 취약지역으로 선정하여 관리함이 타당함.,2017-06-12,
1369,하동군,청암면,상이리,1905천,,35,11,44.999,127,47,9.9,토석류,937,시목마을회관,최단부 주변 도로 및 인가가 인접하고 있으며 계류 주변 경작지가 분포하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-12,
1370,하동군,옥종면,회신리,산13-1임,,35,10,31.699,127,49,57.8,토석류,2060,회신마을회관,"유량이 많은 대상지로 퇴적물이 다량 적치되어 있으며, 일부 구간 유동 흔적이 관찰됨.",2017-06-12,
1371,하동군,옥종면,회신리,산50임,,35,10,11.999,127,49,24,토석류,2880,회신마을회관,"배수가 불량하며, 계류 상부 방향으로 계류 폭 확장 및 퇴적물이 다수 분포하고 있음.",2017-06-12,
1372,하동군,옥종면,회신리,산50임,,35,10,7.199,127,49,29.2,토석류,2944,회신마을회관,"계류 내 유송잡물이 다수 분포하고 있으며, 상류부로 계류 폭이 확장되는 형태로 집중호우 시 퇴적물이 유출될 경우 재산피해가 우려됨.",2017-06-12,
1373,하동군,화개면,부춘리,산190-1임,,35,9,59.401,127,39,40.874,토석류,3341,검두마을회관,"전반적으로 계류 내 전석 및 뜬돌이 관찰되고 있으며, 소규모 세굴 및 뿌리 노출이 확인되므로 취약지역으로 선정함",2017-06-12,
1374,하동군,횡천면,전대리,703임,,35,8,41.799,127,49,17.4,토석류,857,전대마을회관,대숲이 밀집한 지역으로 침식과 붕괴지가 다수 관찰되며 계상 퇴적물이 적치되어 있음. 또한 토사가 유출될 우려가 있다고 판단되어 취약지역으로 선정하여 관리함이 적절함.,2017-06-12,
1375,하동군,청암면,명호리,산263-1임,,35,8,4.999,127,46,22.1,토석류,1851,명사마을회관,"토석류 발생 시 인가의 인명 피해 및 임도, 창고 등의 재산피해가 우려되어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨",2017-06-12,
1376,하동군,적량면,동리,산1-0임,,35,6,34.699,127,46,58.1,토석류,674,남산보건진료소,계류 최단부 주변 사찰 및 마을 진입로가 인접하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-12,
1377,하동군,적량면,동리,1431구,,35,6,23.099,127,47,4,토석류,213,삼화보건진료소,계류 주변 경작지 및 농막이 위치하고 있어 토석류 발생 시 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-12,
1378,하동군,고전면,신월리,산85임,,35,2,22.599,127,47,44.3,토석류,4005,신월마을회관,"계상 퇴적물이 다수 분포하고 있으며, 세굴 및 침식이 관찰되는 지역으로 취약지역으로 지정하여 관리함이 적절함.",2017-06-12,
1379,하동군,금남면,대송리,산43-2임,,34,58,53.999,127,50,56.3,토석류,1250,일쟈르디노펜션,"계류 내 붕괴지, 세굴 및 침식 등 위험요소가 다수 산재되어 있으며, 계류 황폐화가 진행 중임.",2017-06-12,
1380,하동군,화개면,용강리,산105임,,35,14,2.617,127,38,12.344,토석류,1251,용강마을회관,"전반적으로 계류 내 전석과 뜬돌이 관찰되고 있으며, 중간부 지점 붕괴지에서 나무뿌리 노출 및 암편이 노출되어 취약지역으로 선정함",2017-06-12,
1381,하동군,적량면,우계리,2211구,,35,7,2.799,127,44,12.3,토석류,1196,공월마을회관,최단부 주변 인가가 인접하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-12,
1382,하동군,하동읍,두곡리,산102-4임,,35,5,38.699,127,44,46.6,토석류,937,하동보건소,유송잡물 및 최상부에 벌채목이 관찰되고 강우 시 계류수 유동이 원활하지 않으므로 취약지역으로 선정함,2017-06-12,
1383,하동군,횡천면,학리,산99임,,35,5,5.599,127,48,14.7,토석류,1845,마치마을회관,"계류 내 침식 및 세굴이 관찰되며, 특히 60m지점 계류 좌안 창고진입로 붕괴사면으로 지속적인 토사 유출로 붕괴확대가 예상되어 취약지역으로 지정하여 관리함이 타당함.",2017-06-12,
1384,하동군,하동읍,두곡리,1613구,,35,4,55.31,127,44,40.959,토석류,402,두곡마을회관,최단부에 붕괴지가 관찰되고 있는 계류로서 붕괴사면에 나무뿌리 노출 및 수목전도가 관찰되므로 취약지역으로 선정함,2017-06-12,
1385,하동군,북천면,서황리,산77임,,35,7,17.199,127,52,55.7,산사태,765,서황마을회관,대나무 식생이 분포하는 사면으로 균열이 관찰되고 있음. 또한 집중호우 시 일시적으로 붕괴될 경우 인명 및 재산피해가 우려됨.,2017-06-12,
1386,하동군,횡천면,학리,산131-1임,,35,4,47.799,127,48,18.2,토석류,3743,마치마을회관,"계류 내 침식 및 세굴이 관찰되며, 유목,고사목 등 유송잡물이 계류 내 적치된 상태로 취약지역으로 선정하여 관리함이 적절할 것으로 사료됨.",2017-06-12,
1387,하동군,고전면,전도리,798-11임,,34,59,47.936,127,47,14.23,산사태,1190,월진마을회관,"사면부 침식 및 붕괴지가 관찰되고, 지반이 취약하여 균열이 관측되므로 취약지역으로 선정함",2017-06-12,
1388,하동군,옥종면,회신리,산13-1임,,35,10,32.182,127,49,53.668,산사태,654,회신마을회관,도로사면으로 균열 및 지반취약으로 붕괴확대가 예상되는 지역으로 취약지역으로 지정하여 관리함이 타당함.,2017-06-12,
1389,하동군,옥종면,정수리,915-11천,,35,9,30.099,127,52,8.5,토석류,1575,청수노인정,"계곡 침식이 심하고, 계류 상단부 붕괴지로부터 계류 내 토사 유입으로 계상 퇴적지를 이루고 있음.",2017-06-12,
1390,하동군,양보면,우복리,산220임,,35,5,13.199,127,51,19.4,토석류,2101,동촌마을회관,"계류 상부구간으로 발생된 붕괴지로부터 지속적인 토사가 계류 내 퇴적되어 있으며, 침식에 의한 뿌리 노출 및 토사 유실이 발생됨에 따라 취약지역으로 선정하여 관리함이 적절함.",2017-06-12,
